mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_representation,param_representation__max_df,param_representation__min_df,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.660667181015015,0.009494165655294958,3.2346553007761636,0.02942258049291105,MultinomialNB(),TfidfVectorizer(),1.0,0.5,"{'classifier': MultinomialNB(), 'representation': TfidfVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.6030717542596592,0.6037441497659907,0.6091443657746309,0.6053200899334269,0.0027180683351044383,43
8.316540400187174,0.2119432533512431,3.9310103257497153,0.10565189606571436,MultinomialNB(),TfidfVectorizer(),1.0,1.0,"{'classifier': MultinomialNB(), 'representation': TfidfVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.857451403887689,0.858634345373815,0.8669146765870634,0.8610001419495225,0.004209998228337178,12
20.242968956629436,0.11654991044089892,6.519510110219319,0.25683970860201905,MultinomialNB(),LexiconCountVectorizer(),0.8,0.1,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7329013678905687,0.7308292331693268,0.7356294251770071,0.7331200087456343,0.0019657591740050253,31
20.52562626202901,0.7634178620562002,7.379109621047974,0.201438326132343,MultinomialNB(),LexiconCountVectorizer(),0.8,0.5,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.5}",0.5911927045836333,0.5958238329533181,0.5919836793471739,0.5930000722947084,0.0020226432313474275,48
23.32998538017273,0.48290130652443536,7.342502196629842,0.4147464333766997,MultinomialNB(),LexiconCountVectorizer(),0.8,1.0,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 1}",0.8436525077993761,0.8525141005640225,0.8556342253690148,0.8506002779108045,0.005075262018892908,13
20.45128337542216,0.12193445333544514,6.361472845077515,0.06736285733687862,MultinomialNB(),LexiconCountVectorizer(),0.9,0.1,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.1}",0.7291816654667627,0.7256690267610705,0.7313092523700948,0.7287199815326426,0.002325639735849309,33
20.254023551940918,0.4460366213868932,6.312828302383423,0.05793803863057342,MultinomialNB(),LexiconCountVectorizer(),0.9,0.5,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.5}",0.5967122630189585,0.5963038521540862,0.5988239529581183,0.5972800227103877,0.0011043822756122061,47
22.498534599939983,0.30893255124419855,7.1314159234364825,0.15109876042461748,MultinomialNB(),LexiconCountVectorizer(),0.9,1.0,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 1}",0.8432925365970723,0.8513140525621025,0.8545541821672867,0.8497202571088205,0.004733659838325207,15
20.090518633524578,0.4244471315520937,6.310827573140462,0.4777699855833761,MultinomialNB(),LexiconCountVectorizer(),1.0,0.1,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.1}",0.7258219342452604,0.7254290171606864,0.7272290891635665,0.7261600135231712,0.0007727819884472312,35
20.383967638015747,0.6904253335878967,7.753508011500041,0.9668555842971948,MultinomialNB(),LexiconCountVectorizer(),1.0,0.5,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.6105111591072714,0.6164646585863435,0.6081843273730949,0.6117200483555699,0.003486835352318149,42
28.87691005071004,0.3545003499894836,10.005474090576172,0.5514343158740238,MultinomialNB(),LexiconCountVectorizer(),1.0,1.0,"{'classifier': MultinomialNB(), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.8420926325893928,0.8508340333613345,0.8532341293651746,0.8487202651053006,0.0047877795675623485,17
11.068965593973795,0.4209143810465299,5.008361577987671,0.23298881739711813,LogisticRegression(max_iter=1000),CountVectorizer(),0.8,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7721382289416847,0.7632305292211689,0.7673106924276971,0.7675598168635168,0.0036408172906744877,27
10.940933783849081,1.1671778263382317,3.420002539952596,0.133325384943764,LogisticRegression(max_iter=1000),CountVectorizer(),0.8,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.5}",0.5812335013198944,0.5893435737429498,0.5889835593423737,0.5865202114684059,0.0037411567496285526,50
16.7930695215861,0.8485823636960296,4.527292966842651,0.1519548957378487,LogisticRegression(max_iter=1000),CountVectorizer(),0.8,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 1}",0.8760499160067194,0.8733949357974319,0.8773550942037681,0.8755999820026398,0.0016477346280756157,9
9.990673065185547,0.37830817005954764,3.721424182256063,0.13776983106181293,LogisticRegression(max_iter=1000),CountVectorizer(),0.9,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.1}",0.7716582673386129,0.7681507260290411,0.7709108364334574,0.770239943267037,0.0015084837288151613,25
8.705857356389364,0.19682846798687229,3.5622292359670005,0.0490421261234893,LogisticRegression(max_iter=1000),CountVectorizer(),0.9,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.5}",0.5991120710343173,0.5990639625585024,0.6018240729629185,0.6000000355185794,0.0012899387724810056,46
17.457658529281616,1.345303950536186,4.8432075182596845,0.4007552635911051,LogisticRegression(max_iter=1000),CountVectorizer(),0.9,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 1}",0.877129829613631,0.874594983799352,0.8767550702028081,0.8761599612052637,0.001117132300359767,8
10.281170924504599,0.46822984815625684,3.8818198839823403,0.1614204336163579,LogisticRegression(max_iter=1000),CountVectorizer(),1.0,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.1}",0.7745380369570435,0.7699507980319212,0.7698307932317293,0.7714398760735647,0.00219127830773971,24
9.672401428222656,0.5833279562002218,3.69826070467631,0.26811894466223807,LogisticRegression(max_iter=1000),CountVectorizer(),1.0,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.6197504199664027,0.6199447977919117,0.6236649465978639,0.6211200547853927,0.0018012590851307897,41
24.77951129277547,1.2462110647797193,4.191492795944214,0.13791983294995772,LogisticRegression(max_iter=1000),CountVectorizer(),1.0,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.877009839212863,0.874954998199928,0.8771150846033842,0.8763599740053918,0.0009943966038123823,6
9.276777187983194,0.5414217708833352,4.381473620732625,0.058884228991985005,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.8,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7715382769378449,0.7634705388215529,0.7697107884315373,0.768239868063645,0.0034539643527187686,26
10.485865751902262,0.19194432643909168,4.0179518063863116,0.3037885174839013,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.8,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.5}",0.5790736741060715,0.5852634105364215,0.5869434777391096,0.5837601874605342,0.0033841012610494902,52
10.99178115526835,0.16117840097183994,4.458534638086955,0.07222035292771947,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.8,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 1}",0.8852891768658507,0.8810752430097204,0.8882755310212409,0.8848799836322706,0.0029537113590664492,2
8.870950698852539,0.08405861025147231,3.806582530339559,0.03004085538626213,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.9,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.1}",0.7738180945524358,0.7686307452298092,0.7731909276371055,0.7718799224731168,0.0023117380407739734,23
10.737302303314209,2.587112271642843,4.440073410669963,1.0133506943605743,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.9,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.5}",0.6017518598512119,0.5989439577583103,0.6030241209648386,0.601239979524787,0.0017045916518651342,45
9.99159836769104,0.16684415481415477,4.419845978418986,0.08219735246494288,LogisticRegression(max_iter=1000),TfidfVectorizer(),0.9,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 1}",0.8884089272858171,0.8816752670106804,0.8873154926197048,0.8857998956387342,0.002950516432963778,1
8.69378892580668,0.3184371851996724,3.623272101084391,0.09572390983003841,LogisticRegression(max_iter=1000),TfidfVectorizer(),1.0,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.1}",0.7762179025677945,0.7724708988359534,0.7727109084363375,0.7737999032800286,0.0017125889891811937,22
9.792604049046835,1.9546126277967764,4.110571940739949,0.7164061630609312,LogisticRegression(max_iter=1000),TfidfVectorizer(),1.0,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.6227501799856011,0.6211448457938318,0.6219848793951758,0.6219599683915362,0.000655611615410971,40
10.226408004760742,0.18500624280362649,4.404055674870809,0.013557060145124672,LogisticRegression(max_iter=1000),TfidfVectorizer(),1.0,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': TfidfVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.8863690904727621,0.8790351614064562,0.8882755310212409,0.8845599276334865,0.003983374640404054,3
23.103987375895183,0.22772129740324837,7.063794692357381,0.021505174345614327,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.8,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7950563954883609,0.8036721468858754,0.795391815672627,0.7980401193489545,0.0039847983895031506,21
22.66488242149353,0.22566838571939205,7.597476959228516,0.5012427106992958,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.8,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.5}",0.7159827213822895,0.717508700348014,0.704428177127085,0.7126398662857962,0.00583986484320933,39
29.861990292867024,0.9034341204787417,7.861147324244182,0.08320722901377971,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.8,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 1}",0.877009839212863,0.875195007800312,0.8766350654026162,0.8762799708052637,0.0007822925257630658,7
23.19405206044515,0.10854363260703398,6.85773770014445,0.00920349138141734,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.9,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.1}",0.798776097912167,0.8065522620904836,0.7975519020760831,0.8009600873595778,0.003985722646899102,20
22.345094521840412,0.5886704956236646,7.010423024495442,0.20595576411379748,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.9,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.5}",0.7235421166306696,0.7221888875555023,0.7107884315372615,0.7188398119078111,0.005719927251048079,38
33.30631113052368,1.8379479208229488,8.38621966044108,0.3644183246826687,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),0.9,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 1}",0.8768898488120951,0.8754350174006961,0.8768750750030001,0.8763999804052638,0.0006823585404057567,5
25.066277186075848,1.056887791134557,8.43491760889689,0.6791729318877336,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),1.0,0.1,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.1}",0.8020158387329014,0.8078723148925957,0.797191887675507,0.8023600137670014,0.004367052684626532,19
23.178850015004475,1.044783931667274,6.239077965418498,1.0274311083715655,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),1.0,0.5,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.7317014638828894,0.7331093243729749,0.7172686907476299,0.727359826334498,0.0071586209502624175,34
31.943203051884968,1.102704955533206,5.675317684809367,0.22761866758249288,LogisticRegression(max_iter=1000),LexiconCountVectorizer(),1.0,1.0,"{'classifier': LogisticRegression(max_iter=1000), 'representation': LexiconCountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.876769858411327,0.874954998199928,0.8778351134045361,0.8765199900052637,0.0011890028211952173,4
