mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_representation,param_representation__max_df,param_representation__min_df,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.024875322977701,0.1818989381721192,3.3282786210378013,0.03604521310610045,MultinomialNB(),CountVectorizer(),0.8,0.1,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7287017038636909,0.7272290891635665,0.7323892955718229,0.7294400295330269,0.0021703726468746583,32
8.46619987487793,0.23175860564942127,3.246551275253296,0.02599623006569751,MultinomialNB(),CountVectorizer(),0.8,0.5,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.5}",0.5746340292776578,0.577463098523941,0.5724228969158767,0.5748400082391585,0.0020628020686950916,54
8.691497564315796,0.17797586958929085,4.041455586751302,0.10248217419157277,MultinomialNB(),CountVectorizer(),0.8,1.0,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 1}",0.8424526037916966,0.8522740909636386,0.8557542301692068,0.8501603083081807,0.0056323100002044655,14
9.091926336288452,0.17178695936059576,3.4708474477132163,0.11187239108175973,MultinomialNB(),CountVectorizer(),0.9,0.1,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.1}",0.7247420206383489,0.7223088923556942,0.7274690987639506,0.7248400039193311,0.0021077844745082015,36
9.17894164721171,0.5582078838184821,3.4661094347635903,0.07609086570608105,MultinomialNB(),CountVectorizer(),0.9,0.5,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 0.5}",0.5866330693544517,0.5849033961358454,0.5875435017400696,0.5863599890767889,0.001094979156240073,51
9.60348629951477,1.0222367461813688,4.783136208852132,0.48896943558005135,MultinomialNB(),CountVectorizer(),0.9,1.0,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 0.9, 'representation__min_df': 1}",0.8425725941924646,0.8511940477619104,0.8543141725669027,0.8493602715070926,0.004965763935543631,16
8.512701034545898,0.27024720278062936,3.8920950889587402,0.22683280350829857,MultinomialNB(),CountVectorizer(),1.0,0.1,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.1}",0.7243820494360451,0.7238689547581904,0.7237489499579983,0.7239999847174113,0.00027456677989863256,37
8.70693572362264,0.2560269278345328,4.143170595169067,0.15237518360023147,MultinomialNB(),CountVectorizer(),1.0,0.5,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 0.5}",0.5986321094312455,0.6065042601704068,0.5985839433577343,0.6012401043197956,0.003722372237100339,44
9.548398971557617,0.12022660048259132,4.364240090052287,0.2178109940186574,MultinomialNB(),CountVectorizer(),1.0,1.0,"{'classifier': MultinomialNB(), 'representation': CountVectorizer(), 'representation__max_df': 1.0, 'representation__min_df': 1}",0.841732661387089,0.8499939997599903,0.8526341053642146,0.8481202555037646,0.004643530147772337,18
8.531455993652344,0.39793939754576807,4.3349928855896,0.16457875582237397,MultinomialNB(),TfidfVectorizer(),0.8,0.1,"{'classifier': MultinomialNB(), 'representation': TfidfVectorizer(), 'representation__max_df': 0.8, 'representation__min_df': 0.1}",0.7497000239980801,0.7374294971798872,0.7523100924036962,0.7464798711938879,0.006487684055987551,29
